Source,SID,Target,TID,Overallcount,Type,Label,Weight
"Gustav Schwarzkopf","12740","Tizian","26079","4","Directed","Gustav Schwarzkopf–Tizian","1"
"Gustav Schwarzkopf","12740","Geza Silberer","24919","4","Directed","Gustav Schwarzkopf–Geza Silberer","3"
"Gustav Schwarzkopf","12740","Rudolf Schwarzkopf","24651","4","Directed","Gustav Schwarzkopf–Rudolf Schwarzkopf","2"
"Gustav Schwarzkopf","12740","Emil Schwarzkopf","24645","4","Directed","Gustav Schwarzkopf–Emil Schwarzkopf","4"
"Gustav Schwarzkopf","12740","Hans Schnitzler","24420","4","Directed","Gustav Schwarzkopf–Hans Schnitzler","2"
"Gustav Schwarzkopf","12740","Friedrich Rosenthal","5799","4","Directed","Gustav Schwarzkopf–Friedrich Rosenthal","1"
"Gustav Schwarzkopf","12740","Karl Reinhard","40587","3","Directed","Gustav Schwarzkopf–Karl Reinhard","1"
"Gustav Schwarzkopf","12740","Rosa Beer","34918","3","Directed","Gustav Schwarzkopf–Rosa Beer","1"
"Gustav Schwarzkopf","12740","Franz Irresberger","28739","3","Directed","Gustav Schwarzkopf–Franz Irresberger","1"
"Gustav Schwarzkopf","12740","Marie Schey","24118","3","Directed","Gustav Schwarzkopf–Marie Schey","2"
"Gustav Schwarzkopf","12740","Helene Keßler","19296","3","Directed","Gustav Schwarzkopf–Helene Keßler","2"
"Gustav Schwarzkopf","12740","Ludwig Wolff","13159","3","Directed","Gustav Schwarzkopf–Ludwig Wolff","2"
"Gustav Schwarzkopf","12740","Angelo Neumann","12341","3","Directed","Gustav Schwarzkopf–Angelo Neumann","2"
"Gustav Schwarzkopf","12740","Hans Kapper","11882","3","Directed","Gustav Schwarzkopf–Hans Kapper","3"
"Gustav Schwarzkopf","12740","Heinrich Kadelburg","11848","3","Directed","Gustav Schwarzkopf–Heinrich Kadelburg","1"
"Gustav Schwarzkopf","12740","Ermete Zacconi","3787","3","Directed","Gustav Schwarzkopf–Ermete Zacconi","2"
"Gustav Schwarzkopf","12740","Karl Lueger","3561","3","Directed","Gustav Schwarzkopf–Karl Lueger","1"
"Gustav Schwarzkopf","12740","Marco Brociner","3442","3","Directed","Gustav Schwarzkopf–Marco Brociner","1"
"Gustav Schwarzkopf","12740","Raimund von Hofmannsthal","3241","3","Directed","Gustav Schwarzkopf–Raimund von Hofmannsthal","1"
"Gustav Schwarzkopf","12740","Lotte Medelsky","2252","3","Directed","Gustav Schwarzkopf–Lotte Medelsky","1"
"Gustav Schwarzkopf","12740","Karl Hermann Wolf","114834","2","Directed","Gustav Schwarzkopf–Karl Hermann Wolf","2"
"Carl Sternheim","12848","Hugo von Hofmannsthal","11740","300","Directed","Carl Sternheim–Hugo von Hofmannsthal","1"
"Carl Sternheim","12848","Hermann Bahr","10815","223","Directed","Carl Sternheim–Hermann Bahr","1"
"Carl Sternheim","12848","Gerhart Hauptmann","11617","44","Directed","Carl Sternheim–Gerhart Hauptmann","1"
"Carl Sternheim","12848","Heinrich Mann","12170","8","Directed","Carl Sternheim–Heinrich Mann","1"
"Carl Sternheim","12848","Frank Wedekind","13068","4","Directed","Carl Sternheim–Frank Wedekind","1"
"Carl Sternheim","12848","Thomas Mann","12176","4","Directed","Carl Sternheim–Thomas Mann","1"
"Carl Sternheim","12848","Richard Dehmel","11148","4","Directed","Carl Sternheim–Richard Dehmel","1"
"Carl Sternheim","12848","Karl Gustav Vollmoeller","13014","3","Directed","Carl Sternheim–Karl Gustav Vollmoeller","1"
"Carl Sternheim","12848","Herbert Eulenberg","11273","3","Directed","Carl Sternheim–Herbert Eulenberg","1"
"Carl Sternheim","12848","Franz Blei","10955","3","Directed","Carl Sternheim–Franz Blei","1"
"Berta Zuckerkandl","2312","Olga Schnitzler","2173","555","Directed","Berta Zuckerkandl–Olga Schnitzler","9"
"Berta Zuckerkandl","2312","Hugo von Hofmannsthal","11740","300","Directed","Berta Zuckerkandl–Hugo von Hofmannsthal","1"
"Berta Zuckerkandl","2312","Heinrich Schnitzler","12692","133","Directed","Berta Zuckerkandl–Heinrich Schnitzler","3"
"Berta Zuckerkandl","2312","Louise Schnitzler","12701","106","Directed","Berta Zuckerkandl–Louise Schnitzler","1"
"Berta Zuckerkandl","2312","Samuel Fischer","11324","67","Directed","Berta Zuckerkandl–Samuel Fischer","1"
"Berta Zuckerkandl","2312","Lili Cappellini","2238","54","Directed","Berta Zuckerkandl–Lili Cappellini","4"
"Berta Zuckerkandl","2312","Arthur Schnitzler","2121","37","Directed","Berta Zuckerkandl–Arthur Schnitzler","1"
"Berta Zuckerkandl","2312","Gisela Hajek","2461","26","Directed","Berta Zuckerkandl–Gisela Hajek","1"
"Berta Zuckerkandl","2312","Josef Kainz","11851","24","Directed","Berta Zuckerkandl–Josef Kainz","1"
"Berta Zuckerkandl","2312","André Antoine","2211","24","Directed","Berta Zuckerkandl–André Antoine","8"
"Berta Zuckerkandl","2312","Jean Thorel","3966","23","Directed","Berta Zuckerkandl–Jean Thorel","3"
"Berta Zuckerkandl","2312","William Shakespeare","2412","22","Directed","Berta Zuckerkandl–William Shakespeare","1"
"Berta Zuckerkandl","2312","Clara Katharina Pollaczek","12435","20","Directed","Berta Zuckerkandl–Clara Katharina Pollaczek","9"
"Berta Zuckerkandl","2312","Helene Schnitzler","24423","18","Directed","Berta Zuckerkandl–Helene Schnitzler","1"
"Berta Zuckerkandl","2312","Maurice Rémon","23787","17","Directed","Berta Zuckerkandl–Maurice Rémon","16"
"Berta Zuckerkandl","2312","Siegfried Trebitsch","12968","17","Directed","Berta Zuckerkandl–Siegfried Trebitsch","1"
"Berta Zuckerkandl","2312","Paul Géraldy","3138","13","Directed","Berta Zuckerkandl–Paul Géraldy","12"
"Berta Zuckerkandl","2312","Firmin Gémier","17611","10","Directed","Berta Zuckerkandl–Firmin Gémier","10"
"Berta Zuckerkandl","2312","Lew Nikolajewitsch Tolstoi","3739","10","Directed","Berta Zuckerkandl–Lew Nikolajewitsch Tolstoi","1"
"Berta Zuckerkandl","2312","Frieda Pollak","22728","9","Directed","Berta Zuckerkandl–Frieda Pollak","1"
"Berta Zuckerkandl","2312","Nicolas Nathan","299366","8","Directed","Berta Zuckerkandl–Nicolas Nathan","8"
"Berta Zuckerkandl","2312","Emma Cabire","14794","8","Directed","Berta Zuckerkandl–Emma Cabire","8"
"Berta Zuckerkandl","2312","Henri-René Lenormand","8576","8","Directed","Berta Zuckerkandl–Henri-René Lenormand","8"
"Berta Zuckerkandl","2312","Berthold Frischauer","16710","7","Directed","Berta Zuckerkandl–Berthold Frischauer","2"
"Berta Zuckerkandl","2312","Sophie Clemenceau","15024","7","Directed","Berta Zuckerkandl–Sophie Clemenceau","7"
"Berta Zuckerkandl","2312","Arnoldo Cappellini","14850","7","Directed","Berta Zuckerkandl–Arnoldo Cappellini","1"
"Berta Zuckerkandl","2312","Geneviève Bianquis","14187","7","Directed","Berta Zuckerkandl–Geneviève Bianquis","6"
"Berta Zuckerkandl","2312","Stephan Epstein","2199","7","Directed","Berta Zuckerkandl–Stephan Epstein","1"
"Berta Zuckerkandl","2312","Jacques Chardonne","259336","6","Directed","Berta Zuckerkandl–Jacques Chardonne","6"
"Berta Zuckerkandl","2312","Paul Morisse","156849","6","Directed","Berta Zuckerkandl–Paul Morisse","1"
"Berta Zuckerkandl","2312","Alzir Hella","18065","6","Directed","Berta Zuckerkandl–Alzir Hella","5"
"Berta Zuckerkandl","2312","Lucien Besnard","14156","6","Directed","Berta Zuckerkandl–Lucien Besnard","6"
"Berta Zuckerkandl","2312","Gustav Mahler","12163","6","Directed","Berta Zuckerkandl–Gustav Mahler","1"
"Berta Zuckerkandl","2312","Alma Maria Mahler-Werfel","12160","6","Directed","Berta Zuckerkandl–Alma Maria Mahler-Werfel","6"
"Berta Zuckerkandl","2312","Maurice Delamain","15296","5","Directed","Berta Zuckerkandl–Maurice Delamain","5"
"Berta Zuckerkandl","2312","Suzanne Clauser","15015","5","Directed","Berta Zuckerkandl–Suzanne Clauser","5"
"Berta Zuckerkandl","2312","Aurélien-Marie Lugné-Poe","3690","5","Directed","Berta Zuckerkandl–Aurélien-Marie Lugné-Poe","3"
"Berta Zuckerkandl","2312","Giacomo Girolamo Casanova","3145","5","Directed","Berta Zuckerkandl–Giacomo Girolamo Casanova","1"
"Berta Zuckerkandl","2312","Noémi Valentin","46140","4","Directed","Berta Zuckerkandl–Noémi Valentin","4"
"Berta Zuckerkandl","2312","Julius Szeps","25793","4","Directed","Berta Zuckerkandl–Julius Szeps","1"
"Berta Zuckerkandl","2312","Franz Werfel","13094","4","Directed","Berta Zuckerkandl–Franz Werfel","1"
"Berta Zuckerkandl","2312","Anton Pavlovič Čechov","3603","4","Directed","Berta Zuckerkandl–Anton Pavlovič Čechov","1"
"Berta Zuckerkandl","2312","Irénée Mauget","299474","3","Directed","Berta Zuckerkandl–Irénée Mauget","3"
"Berta Zuckerkandl","2312","Lucien Guitry","17533","3","Directed","Berta Zuckerkandl–Lucien Guitry","3"
"Berta Zuckerkandl","2312","Bernard Grasset","17333","3","Directed","Berta Zuckerkandl–Bernard Grasset","3"
"Berta Zuckerkandl","2312","Robert Blum","10966","3","Directed","Berta Zuckerkandl–Robert Blum","3"
"Berta Zuckerkandl","2312","Victor Barnowsky","10833","3","Directed","Berta Zuckerkandl–Victor Barnowsky","2"
"Berta Zuckerkandl","2312","Suzanne Desprès","3659","3","Directed","Berta Zuckerkandl–Suzanne Desprès","1"
"Berta Zuckerkandl","2312","Henri Hertz","299681","2","Directed","Berta Zuckerkandl–Henri Hertz","2"
"Berta Zuckerkandl","2312","Geneviève Maury","299370","2","Directed","Berta Zuckerkandl–Geneviève Maury","2"
"Berta Zuckerkandl","2312","Anne Lefèvre","299369","2","Directed","Berta Zuckerkandl–Anne Lefèvre","2"
"Berta Zuckerkandl","2312","Jean Coquelin","117889","2","Directed","Berta Zuckerkandl–Jean Coquelin","2"
"Romain Rolland","12543","Gerhart Hauptmann","11617","44","Directed","Romain Rolland–Gerhart Hauptmann","1"
"Romain Rolland","12543","William Shakespeare","2412","22","Directed","Romain Rolland–William Shakespeare","1"
"Romain Rolland","12543","Maurice Maeterlinck","12156","11","Directed","Romain Rolland–Maurice Maeterlinck","1"
"Romain Rolland","12543","Lew Nikolajewitsch Tolstoi","3739","10","Directed","Romain Rolland–Lew Nikolajewitsch Tolstoi","1"
"Romain Rolland","12543","Anatole France","4279","7","Directed","Romain Rolland–Anatole France","1"
"Romain Rolland","12543","Stefan Zweig","13212","4","Directed","Romain Rolland–Stefan Zweig","2"
"Karl Emil Franzos","7218","Arthur Schnitzler","2121","37","Directed","Karl Emil Franzos–Arthur Schnitzler","2"
"Karl Emil Franzos","7218","Johann Schnitzler","12695","28","Directed","Karl Emil Franzos–Johann Schnitzler","2"
"Theodor Herzl","11673","Richard Beer-Hofmann","10863","397","Directed","Theodor Herzl–Richard Beer-Hofmann","1"
"Theodor Herzl","11673","Hugo von Hofmannsthal","11740","300","Directed","Theodor Herzl–Hugo von Hofmannsthal","4"
"Theodor Herzl","11673","Hermann Bahr","10815","223","Directed","Theodor Herzl–Hermann Bahr","2"
"Theodor Herzl","11673","Paul Goldmann","11485","165","Directed","Theodor Herzl–Paul Goldmann","6"
"Theodor Herzl","11673","Otto Brahm","10986","132","Directed","Theodor Herzl–Otto Brahm","7"
"Theodor Herzl","11673","Louise Schnitzler","12701","106","Directed","Theodor Herzl–Louise Schnitzler","5"
"Theodor Herzl","11673","Samuel Fischer","11324","67","Directed","Theodor Herzl–Samuel Fischer","8"
"Theodor Herzl","11673","Max Eugen Burckhard","11036","57","Directed","Theodor Herzl–Max Eugen Burckhard","2"
"Theodor Herzl","11673","Julius Schnitzler","12698","56","Directed","Theodor Herzl–Julius Schnitzler","2"
"Theodor Herzl","11673","Paul Schlenther","12671","46","Directed","Theodor Herzl–Paul Schlenther","1"
"Theodor Herzl","11673","Adele Sandrock","12618","42","Directed","Theodor Herzl–Adele Sandrock","1"
"Theodor Herzl","11673","Oskar Blumenthal","14328","36","Directed","Theodor Herzl–Oskar Blumenthal","18"
"Theodor Herzl","11673","Johann Schnitzler","12695","28","Directed","Theodor Herzl–Johann Schnitzler","3"
"Theodor Herzl","11673","Friedrich Schik","2420","25","Directed","Theodor Herzl–Friedrich Schik","22"
"Theodor Herzl","11673","Julius von Gans-Ludassy","11406","24","Directed","Theodor Herzl–Julius von Gans-Ludassy","1"
"Theodor Herzl","11673","Hermann Sudermann","12899","19","Directed","Theodor Herzl–Hermann Sudermann","2"
"Theodor Herzl","11673","Friedrich Mitterwurzer","12265","17","Directed","Theodor Herzl–Friedrich Mitterwurzer","1"
"Theodor Herzl","11673","Adam Müller-Guttenbrunn","12331","16","Directed","Theodor Herzl–Adam Müller-Guttenbrunn","15"
"Theodor Herzl","11673","?? [Schreibkraft für Arthur Schnitzler]","27711","13","Directed","Theodor Herzl–?? [Schreibkraft für Arthur Schnitzler]","5"
"Theodor Herzl","11673","Emerich von Bukovics","2161","13","Directed","Theodor Herzl–Emerich von Bukovics","2"
"Theodor Herzl","11673","Julie Herzl","2812","11","Directed","Theodor Herzl–Julie Herzl","9"
"Theodor Herzl","11673","Adolf von Sonnenthal","12809","8","Directed","Theodor Herzl–Adolf von Sonnenthal","1"
"Theodor Herzl","11673","Max Nordau","12365","8","Directed","Theodor Herzl–Max Nordau","2"
"Theodor Herzl","11673","Moriz Benedikt","10875","8","Directed","Theodor Herzl–Moriz Benedikt","1"
"Theodor Herzl","11673","Sigmund Lautenburg","2598","6","Directed","Theodor Herzl–Sigmund Lautenburg","1"
"Theodor Herzl","11673","Heinrich Teweles","12932","5","Directed","Theodor Herzl–Heinrich Teweles","4"
"Theodor Herzl","11673","Julius Baumgarten","298943","4","Directed","Theodor Herzl–Julius Baumgarten","4"
"Theodor Herzl","11673","Karl Langkammer","12037","4","Directed","Theodor Herzl–Karl Langkammer","1"
"Theodor Herzl","11673","Paul Bourget","4026","4","Directed","Theodor Herzl–Paul Bourget","1"
"Theodor Herzl","11673","Theodor Loewe","2941","4","Directed","Theodor Herzl–Theodor Loewe","1"
"Theodor Herzl","11673","Wilhelm Singer","2202","4","Directed","Theodor Herzl–Wilhelm Singer","1"
"Theodor Herzl","11673","Margarethe Neumann","18233","3","Directed","Theodor Herzl–Margarethe Neumann","3"
"Theodor Herzl","11673","Friedrich Gustav Triesch","12974","3","Directed","Theodor Herzl–Friedrich Gustav Triesch","2"
"Theodor Herzl","11673","Max Kalbeck","11857","3","Directed","Theodor Herzl–Max Kalbeck","1"
"Theodor Herzl","11673","Pauline Hüft","296738","2","Directed","Theodor Herzl–Pauline Hüft","2"
"Stefan Zweig","13212","Olga Schnitzler","2173","555","Directed","Stefan Zweig–Olga Schnitzler","33"
