Source,CorrID,Target,PersID,Overallcount,Type,Label,Weight
"Hermann Bahr","10815","Oskar Sauer","2193","2","Directed","Hermann Bahr–Oskar Sauer","2"
"Hermann Bahr","10815","Emil von Jettel-Ettenach","2196","2","Directed","Hermann Bahr–Emil von Jettel-Ettenach","2"
"Hermann Bahr","10815","Wilhelm Singer","2202","3","Directed","Hermann Bahr–Wilhelm Singer","2"
"Hermann Bahr","10815","André Antoine","2211","15","Directed","Hermann Bahr–André Antoine","2"
"Hermann Bahr","10815","Hans Pagay","2232","3","Directed","Hermann Bahr–Hans Pagay","2"
"Hermann Bahr","10815","Oskar Bacher","2241","2","Directed","Hermann Bahr–Oskar Bacher","2"
"Hermann Bahr","10815","Arthur Johannes Scholz","2270","2","Directed","Hermann Bahr–Arthur Johannes Scholz","2"
"Hermann Bahr","10815","Margarethe Kainz","2273","7","Directed","Hermann Bahr–Margarethe Kainz","2"
"Hermann Bahr","10815","Heinrich Kley","2306","3","Directed","Hermann Bahr–Heinrich Kley","2"
"Hermann Bahr","10815","Ilka Pálmay","2362","3","Directed","Hermann Bahr–Ilka Pálmay","2"
"Hermann Bahr","10815","Moritz Epstein","2947","2","Directed","Hermann Bahr–Moritz Epstein","2"
"Hermann Bahr","10815","Francesco Petrarca","2975","2","Directed","Hermann Bahr–Francesco Petrarca","2"
"Hermann Bahr","10815","Eleonora Duse","11201","8","Directed","Hermann Bahr–Eleonora Duse","2"
"Hermann Bahr","10815","Alfred Gerasch","11423","3","Directed","Hermann Bahr–Alfred Gerasch","2"
"Hermann Bahr","10815","Paul Goldmann","11485","157","Directed","Hermann Bahr–Paul Goldmann","2"
"Hermann Bahr","10815","Hugo Heller","11646","3","Directed","Hermann Bahr–Hugo Heller","2"
"Hermann Bahr","10815","Georg Hirschfeld","11701","40","Directed","Hermann Bahr–Georg Hirschfeld","2"
"Hermann Bahr","10815","Karl Kraus","11988","27","Directed","Hermann Bahr–Karl Kraus","2"
"Hermann Bahr","10815","Karl Langkammer","12037","3","Directed","Hermann Bahr–Karl Langkammer","2"
"Hermann Bahr","10815","Robert Michel","12254","4","Directed","Hermann Bahr–Robert Michel","2"
"Hermann Bahr","10815","Friedrich Mitterwurzer","12265","16","Directed","Hermann Bahr–Friedrich Mitterwurzer","2"
"Hermann Bahr","10815","Rudolf Rittner","12530","10","Directed","Hermann Bahr–Rudolf Rittner","2"
"Hermann Bahr","10815","Ferdinand von Saar","12602","5","Directed","Hermann Bahr–Ferdinand von Saar","2"
"Hermann Bahr","10815","Paul Schlenther","12671","43","Directed","Hermann Bahr–Paul Schlenther","2"
"Hermann Bahr","10815","Franz Peter Schubert","12729","2","Directed","Hermann Bahr–Franz Peter Schubert","2"
"Hermann Bahr","10815","Rosa Bahr","13682","5","Directed","Hermann Bahr–Rosa Bahr","2"
"Hermann Bahr","10815","Gustav Modry","21514","2","Directed","Hermann Bahr–Gustav Modry","2"
"Hermann Bahr","10815","Karl Richter","23360","7","Directed","Hermann Bahr–Karl Richter","2"
"Hermann Bahr","10815","Wilhelmine Bahr","27667","2","Directed","Hermann Bahr–Wilhelmine Bahr","2"
"Hermann Bahr","10815","Josef Svatopluk Machar","2124","1","Directed","Hermann Bahr–Josef Svatopluk Machar","1"
"Hermann Bahr","10815","Elsa Plessner","2128","1","Directed","Hermann Bahr–Elsa Plessner","1"
"Hermann Bahr","10815","Julius Bauer","2150","14","Directed","Hermann Bahr–Julius Bauer","1"
"Hermann Bahr","10815","Leo Ebermann","2157","10","Directed","Hermann Bahr–Leo Ebermann","1"
"Hermann Bahr","10815","Ernst Gettke","2164","2","Directed","Hermann Bahr–Ernst Gettke","1"
"Hermann Bahr","10815","Phillipp II. von Spanien","2176","1","Directed","Hermann Bahr–Phillipp II. von Spanien","1"
"Hermann Bahr","10815","Diego Rodríguez de Silva y Velázquez","2181","1","Directed","Hermann Bahr–Diego Rodríguez de Silva y Velázquez","1"
"Hermann Bahr","10815","Ermete Novelli","2189","1","Directed","Hermann Bahr–Ermete Novelli","1"
"Hermann Bahr","10815","Émile Lutz","2206","1","Directed","Hermann Bahr–Émile Lutz","1"
"Hermann Bahr","10815","Gustav Davis","2207","2","Directed","Hermann Bahr–Gustav Davis","1"
"Hermann Bahr","10815","Norbert von Ortner-Rodenstätt","2216","2","Directed","Hermann Bahr–Norbert von Ortner-Rodenstätt","1"
"Hermann Bahr","10815","Edgar von Karg-Bebenburg","2219","4","Directed","Hermann Bahr–Edgar von Karg-Bebenburg","1"
"Hermann Bahr","10815","Elvira Leontine Hervay von Kirchberg","2221","4","Directed","Hermann Bahr–Elvira Leontine Hervay von Kirchberg","1"
"Hermann Bahr","10815","W. Fred","2226","5","Directed","Hermann Bahr–W. Fred","1"
"Hermann Bahr","10815","Willi Handl","2229","1","Directed","Hermann Bahr–Willi Handl","1"
"Hermann Bahr","10815","Cesare Levi","2242","1","Directed","Hermann Bahr–Cesare Levi","1"
"Hermann Bahr","10815","Robert von Balajthy","2246","1","Directed","Hermann Bahr–Robert von Balajthy","1"
"Hermann Bahr","10815","Arnold Korff","2249","2","Directed","Hermann Bahr–Arnold Korff","1"
"Hermann Bahr","10815","Lotte Medelsky","2252","2","Directed","Hermann Bahr–Lotte Medelsky","1"
"Hermann Bahr","10815","Fritz Strassni","2256","1","Directed","Hermann Bahr–Fritz Strassni","1"
"Hermann Bahr","10815","Karl von Lilienthal","2263","1","Directed","Hermann Bahr–Karl von Lilienthal","1"
"Hermann Bahr","10815","Scofield Thayer","2276","3","Directed","Hermann Bahr–Scofield Thayer","1"
"Hermann Bahr","10815","Paula Dehmel","2281","2","Directed","Hermann Bahr–Paula Dehmel","1"
"Hermann Bahr","10815","Markus Hajek","2284","14","Directed","Hermann Bahr–Markus Hajek","1"
"Hermann Bahr","10815","Alfred Deutsch-German","2288","1","Directed","Hermann Bahr–Alfred Deutsch-German","1"
"Hermann Bahr","10815","Gertrude von Hofmannsthal","2292","55","Directed","Hermann Bahr–Gertrude von Hofmannsthal","1"
"Hermann Bahr","10815","Agnes Sorma","2299","12","Directed","Hermann Bahr–Agnes Sorma","1"
"Hermann Bahr","10815","Katharina Selma Hartleben","2309","1","Directed","Hermann Bahr–Katharina Selma Hartleben","1"
"Hermann Bahr","10815","Berta Zuckerkandl","2312","7","Directed","Hermann Bahr–Berta Zuckerkandl","1"
"Hermann Bahr","10815","Elisabeth Steinrück","2315","43","Directed","Hermann Bahr–Elisabeth Steinrück","1"
"Hermann Bahr","10815","Franz Hansy","2320","3","Directed","Hermann Bahr–Franz Hansy","1"
"Hermann Bahr","10815","Emma Löwenstamm","2327","1","Directed","Hermann Bahr–Emma Löwenstamm","1"
