Source,CorrID,Target,InstID,Overallcount,Type,Label,Weight
"Stefan Grossmann","11527","Das Tage-Buch","37544","12","Directed","Stefan Grossmann–Das Tage-Buch","12"
"Stefan Grossmann","11527","Wiener Freie Volksbühne","29569","10","Directed","Stefan Grossmann–Wiener Freie Volksbühne","10"
"Stefan Grossmann","11527","Vossische Zeitung","29331","9","Directed","Stefan Grossmann–Vossische Zeitung","1"
"Gerhart Hauptmann","11617","Die Zeit. Wiener Wochenschrift","29209","67","Directed","Gerhart Hauptmann–Die Zeit. Wiener Wochenschrift","1"
"Gerhart Hauptmann","11617","Lessing-Theater","35053","25","Directed","Gerhart Hauptmann–Lessing-Theater","1"
"Gerhart Hauptmann","11617","Franz-Grillparzer-Preis","29677","14","Directed","Gerhart Hauptmann–Franz-Grillparzer-Preis","2"
"Hugo von Hofmannsthal","11740","Frankfurter Zeitung","29442","188","Directed","Hugo von Hofmannsthal–Frankfurter Zeitung","1"
"Hugo von Hofmannsthal","11740","S. Fischer Verlag","29639","76","Directed","Hugo von Hofmannsthal–S. Fischer Verlag","15"
"Hugo von Hofmannsthal","11740","Neue Freie Presse","29351","72","Directed","Hugo von Hofmannsthal–Neue Freie Presse","4"
"Hugo von Hofmannsthal","11740","Die Zeit. Wiener Wochenschrift","29209","67","Directed","Hugo von Hofmannsthal–Die Zeit. Wiener Wochenschrift","3"
"Hugo von Hofmannsthal","11740","Burgtheater","36247","62","Directed","Hugo von Hofmannsthal–Burgtheater","11"
"Hugo von Hofmannsthal","11740","Volkstheater","36430","20","Directed","Hugo von Hofmannsthal–Volkstheater","1"
"Hugo von Hofmannsthal","11740","An der schönen blauen Donau","29698","15","Directed","Hugo von Hofmannsthal–An der schönen blauen Donau","1"
"Hugo von Hofmannsthal","11740","Franz-Grillparzer-Preis","29677","14","Directed","Hugo von Hofmannsthal–Franz-Grillparzer-Preis","2"
"Hugo von Hofmannsthal","11740","Deutsches Theater Berlin","35597","14","Directed","Hugo von Hofmannsthal–Deutsches Theater Berlin","2"
"Hugo von Hofmannsthal","11740","Wiener Schachclub","43143","12","Directed","Hugo von Hofmannsthal–Wiener Schachclub","1"
"Hugo von Hofmannsthal","11740","Deutsche Zeitung","29424","11","Directed","Hugo von Hofmannsthal–Deutsche Zeitung","4"
"Hugo von Hofmannsthal","11740","Neue Rundschau, Neue Deutsche Rundschau, Freie Bühne","29212","9","Directed","Hugo von Hofmannsthal–Neue Rundschau, Neue Deutsche Rundschau, Freie Bühne","4"
"Hugo von Hofmannsthal","11740","Concordia","29752","9","Directed","Hugo von Hofmannsthal–Concordia","3"
"Hugo von Hofmannsthal","11740","»Freie Bühne« Verein für moderne Literatur","29781","9","Directed","Hugo von Hofmannsthal–»Freie Bühne« Verein für moderne Literatur","2"
"Hugo von Hofmannsthal","11740","Berliner Börsen-Courier","29406","7","Directed","Hugo von Hofmannsthal–Berliner Börsen-Courier","1"
"Hugo von Hofmannsthal","11740","Südbahnstrecke","41943","7","Directed","Hugo von Hofmannsthal–Südbahnstrecke","2"
"Eduard Michael Kafka","2563","Berliner Tageblatt","29329","13","Directed","Eduard Michael Kafka–Berliner Tageblatt","1"
"Eduard Michael Kafka","2563","»Freie Bühne« Verein für moderne Literatur","29781","9","Directed","Eduard Michael Kafka–»Freie Bühne« Verein für moderne Literatur","1"
"Eduard Michael Kafka","2563","Magazin für die Literatur des Auslandes","29625","7","Directed","Eduard Michael Kafka–Magazin für die Literatur des Auslandes","2"
"Karl Kraus","11988","Neue Freie Presse","29351","72","Directed","Karl Kraus–Neue Freie Presse","1"
"Karl Kraus","11988","Lessing-Theater","35053","25","Directed","Karl Kraus–Lessing-Theater","1"
"Karl Kraus","11988","Wiener Allgemeine Zeitung","29670","23","Directed","Karl Kraus–Wiener Allgemeine Zeitung","3"
"Karl Kraus","11988","Franz-Grillparzer-Preis","29677","14","Directed","Karl Kraus–Franz-Grillparzer-Preis","1"
"Karl Kraus","11988","»Freie Bühne« Verein für moderne Literatur","29781","9","Directed","Karl Kraus–»Freie Bühne« Verein für moderne Literatur","2"
"Karl Kraus","11988","Berliner Börsen-Courier","29406","7","Directed","Karl Kraus–Berliner Börsen-Courier","1"
"Karl Kraus","11988","Magazin für die Literatur des Auslandes","29625","7","Directed","Karl Kraus–Magazin für die Literatur des Auslandes","5"
"Fedor Mamroth","4986","Frankfurter Zeitung","29442","188","Directed","Fedor Mamroth–Frankfurter Zeitung","8"
"Fedor Mamroth","4986","S. Fischer Verlag","29639","76","Directed","Fedor Mamroth–S. Fischer Verlag","1"
"Fedor Mamroth","4986","An der schönen blauen Donau","29698","15","Directed","Fedor Mamroth–An der schönen blauen Donau","1"
"Fedor Mamroth","4986","Josef Eberle Stein-, Buch und Musikaliendruckerei","53104","14","Directed","Fedor Mamroth–Josef Eberle Stein-, Buch und Musikaliendruckerei","1"
"Thomas Mann","12176","S. Fischer Verlag","29639","76","Directed","Thomas Mann–S. Fischer Verlag","4"
"Max Mell","12225","Frankfurter Zeitung","29442","188","Directed","Max Mell–Frankfurter Zeitung","1"
"Max Mell","12225","Volkstheater","36430","20","Directed","Max Mell–Volkstheater","1"
"Paul Goldmann","11485","Frankfurter Zeitung","29442","188","Directed","Paul Goldmann–Frankfurter Zeitung","172"
"Paul Goldmann","11485","S. Fischer Verlag","29639","76","Directed","Paul Goldmann–S. Fischer Verlag","3"
"Paul Goldmann","11485","Neue Freie Presse","29351","72","Directed","Paul Goldmann–Neue Freie Presse","43"
"Paul Goldmann","11485","Die Zeit. Wiener Wochenschrift","29209","67","Directed","Paul Goldmann–Die Zeit. Wiener Wochenschrift","12"
"Paul Goldmann","11485","Burgtheater","36247","62","Directed","Paul Goldmann–Burgtheater","29"
"Paul Goldmann","11485","Die Zeit","29626","26","Directed","Paul Goldmann–Die Zeit","4"
"Paul Goldmann","11485","Lessing-Theater","35053","25","Directed","Paul Goldmann–Lessing-Theater","3"
"Paul Goldmann","11485","Wiener Allgemeine Zeitung","29670","23","Directed","Paul Goldmann–Wiener Allgemeine Zeitung","3"
"Paul Goldmann","11485","Volkstheater","36430","20","Directed","Paul Goldmann–Volkstheater","14"
"Paul Goldmann","11485","An der schönen blauen Donau","29698","15","Directed","Paul Goldmann–An der schönen blauen Donau","14"
"Paul Goldmann","11485","Wiener Verlag","29636","14","Directed","Paul Goldmann–Wiener Verlag","3"
"Paul Goldmann","11485","Franz-Grillparzer-Preis","29677","14","Directed","Paul Goldmann–Franz-Grillparzer-Preis","1"
"Paul Goldmann","11485","Deutsches Theater Berlin","35597","14","Directed","Paul Goldmann–Deutsches Theater Berlin","10"
"Paul Goldmann","11485","Josef Eberle Stein-, Buch und Musikaliendruckerei","53104","14","Directed","Paul Goldmann–Josef Eberle Stein-, Buch und Musikaliendruckerei","14"
"Paul Goldmann","11485","Berliner Tageblatt","29329","13","Directed","Paul Goldmann–Berliner Tageblatt","9"
"Paul Goldmann","11485","Deutsche Zeitung","29424","11","Directed","Paul Goldmann–Deutsche Zeitung","1"
"Paul Goldmann","11485","Jung-Wiener Theater zum Lieben Augustin","143199","11","Directed","Paul Goldmann–Jung-Wiener Theater zum Lieben Augustin","4"
"Paul Goldmann","11485","Vossische Zeitung","29331","9","Directed","Paul Goldmann–Vossische Zeitung","5"
"Paul Goldmann","11485","Concordia","29752","9","Directed","Paul Goldmann–Concordia","2"
"Paul Goldmann","11485","»Freie Bühne« Verein für moderne Literatur","29781","9","Directed","Paul Goldmann–»Freie Bühne« Verein für moderne Literatur","2"
"Paul Goldmann","11485","Berliner Börsen-Courier","29406","7","Directed","Paul Goldmann–Berliner Börsen-Courier","2"
"Emil Ludwig","12126","S. Fischer Verlag","29639","76","Directed","Emil Ludwig–S. Fischer Verlag","1"
"Felix Salten","2167","S. Fischer Verlag","29639","76","Directed","Felix Salten–S. Fischer Verlag","23"
"Felix Salten","2167","Neue Freie Presse","29351","72","Directed","Felix Salten–Neue Freie Presse","5"
"Felix Salten","2167","Die Zeit. Wiener Wochenschrift","29209","67","Directed","Felix Salten–Die Zeit. Wiener Wochenschrift","1"
"Felix Salten","2167","Burgtheater","36247","62","Directed","Felix Salten–Burgtheater","11"
"Felix Salten","2167","Die Zeit","29626","26","Directed","Felix Salten–Die Zeit","22"
"Felix Salten","2167","Lessing-Theater","35053","25","Directed","Felix Salten–Lessing-Theater","2"
"Felix Salten","2167","Wiener Allgemeine Zeitung","29670","23","Directed","Felix Salten–Wiener Allgemeine Zeitung","14"
"Felix Salten","2167","Volkstheater","36430","20","Directed","Felix Salten–Volkstheater","3"
"Felix Salten","2167","Neues Wiener Tagblatt","29414","15","Directed","Felix Salten–Neues Wiener Tagblatt","1"
"Felix Salten","2167","Wiener Verlag","29636","14","Directed","Felix Salten–Wiener Verlag","2"
"Felix Salten","2167","Franz-Grillparzer-Preis","29677","14","Directed","Felix Salten–Franz-Grillparzer-Preis","3"
"Felix Salten","2167","Deutsches Theater Berlin","35597","14","Directed","Felix Salten–Deutsches Theater Berlin","1"
"Felix Salten","2167","Wiener Schachclub","43143","12","Directed","Felix Salten–Wiener Schachclub","2"
"Felix Salten","2167","Jung-Wiener Theater zum Lieben Augustin","143199","11","Directed","Felix Salten–Jung-Wiener Theater zum Lieben Augustin","4"
"Felix Salten","2167","Concordia","29752","9","Directed","Felix Salten–Concordia","2"
"Felix Salten","2167","Paul Zsolnay Verlag","36907","7","Directed","Felix Salten–Paul Zsolnay Verlag","6"
"Felix Salten","2167","Südbahnstrecke","41943","7","Directed","Felix Salten–Südbahnstrecke","3"
