Source,Target,Weight,Type
"Fels, Friedrich M.","Liebelei. Schauspiel in drei Akten",3,Directed
"Fels, Friedrich M.","Das Märchen. Schauspiel in drei Aufzügen",2,Directed
"Fels, Friedrich M.","Skandinavien in Deutschland",2,Directed
"Fels, Friedrich M.","Sterben. Novelle",2,Directed
"Fels, Friedrich M.","Neue Zürcher Zeitung",2,Directed
"Fels, Friedrich M.","Hagars Sohn. Schauspiel in vier Acten",1,Directed
"Fels, Friedrich M.","Die drei Elixire",1,Directed
"Fels, Friedrich M.","Tagebuch",1,Directed
"Fels, Friedrich M.","Ein Pyrrhus-Sieg. Geschichte eines glücklichen Pechvogels",1,Directed
"Fels, Friedrich M.","Wiener Allgemeine Zeitung",1,Directed
"Fels, Friedrich M.","Friedrich Nietzsche",1,Directed
"Fels, Friedrich M.","Das Kajütenbuch oder nationale Charakteristiken",1,Directed
"Fels, Friedrich M.","Kölnische Zeitung",1,Directed
"Fels, Friedrich M.","Die Gegenwart. Zeitschrift für Literatur, Wirtschaftsleben und Kunst",1,Directed
"Fels, Friedrich M.","Sterben. Novelle von Arthur Schnitzler",1,Directed
"Fels, Friedrich M.","Adhimukti",1,Directed
"Fels, Friedrich M.","Neue Revue. Wiener Literatur-Zeitung",1,Directed
"Fels, Friedrich M.","Zeichen der Zeit",1,Directed
"Fels, Friedrich M.","Ästhetische Zeitfragen",1,Directed
"Fels, Friedrich M.","Neue Deutsche Rundschau",1,Directed
"Fels, Friedrich M.","Die kleine Komödie",1,Directed
"Fels, Friedrich M.","Bulgarische Volksdichtungen",1,Directed
"Fels, Friedrich M.","Die Presse",1,Directed
"Fels, Friedrich M.","Ein Regentag. Charakterbild",1,Directed
"Fels, Friedrich M.","Die Volkslieder der Bulgaren",1,Directed
"Fels, Friedrich M.","Albert Schnell’s Untergang. Eine Geschichte ohne Handlung",1,Directed
"Fels, Friedrich M.","Neue Freie Presse",1,Directed
"Fels, Friedrich M.","Theater- und Kunstnachrichten. [Burgtheater] [Liebelei, Rechte der Seele]",1,Directed
"Fels, Friedrich M.","Uriel Acosta. Trauerspiel in fünf Aufzügen",1,Directed
"Fels, Friedrich M.","Burgtheater. (»Liebelei«, Schauspiel in drei Aufzügen von Arthur Schnitzler. – »Rechte der Seele«, Schauspiel in einem Act von Giuseppe Giacosa, deutsch von Otto Eisenschitz.)",1,Directed
