Source,CorrID,Target,InstID,Overallcount,Type,Label,Weight
"Rainer Maria Rilke","9531","Burgtheater","36247","81","Directed","Rainer Maria Rilke–Burgtheater","1"
"Rainer Maria Rilke","9531","Die Zeit. Wiener Wochenschrift [Redaktion]","29209","73","Directed","Rainer Maria Rilke–Die Zeit. Wiener Wochenschrift [Redaktion]","2"
"Rainer Maria Rilke","9531","Neues Wiener Tagblatt","29414","17","Directed","Rainer Maria Rilke–Neues Wiener Tagblatt","1"
"Rainer Maria Rilke","9531","Albert Langen","29654","8","Directed","Rainer Maria Rilke–Albert Langen","1"
"Rainer Maria Rilke","9531","Adolf Bonz & Comp.","29619","4","Directed","Rainer Maria Rilke–Adolf Bonz & Comp.","1"
"Rainer Maria Rilke","9531","Deutsches Schauspielhaus in Hamburg","45530","2","Directed","Rainer Maria Rilke–Deutsches Schauspielhaus in Hamburg","1"
"Rainer Maria Rilke","9531","Intimes Theater","364515","1","Directed","Rainer Maria Rilke–Intimes Theater","1"
"Rainer Maria Rilke","9531","Residenz-Theater Berlin","61685","1","Directed","Rainer Maria Rilke–Residenz-Theater Berlin","1"
"Emilie Mataja","4223","Deutsches Theater Berlin","35597","32","Directed","Emilie Mataja–Deutsches Theater Berlin","1"
"Emilie Mataja","4223","Manz’sche Verlags- und Universitätsbuchhandlung","29216","2","Directed","Emilie Mataja–Manz’sche Verlags- und Universitätsbuchhandlung","1"
"Emilie Mataja","4223","Frauenverein für sociale Hilfsthätigkeit","339384","1","Directed","Emilie Mataja–Frauenverein für sociale Hilfsthätigkeit","1"
"Carl von Torresani","26121","Allgemeine Kunst-Chronik","29360","2","Directed","Carl von Torresani–Allgemeine Kunst-Chronik","1"
"Theodor von Sosnosky","9941","S. Fischer Verlag","29639","85","Directed","Theodor von Sosnosky–S. Fischer Verlag","1"
"Theodor von Sosnosky","9941","Neues Wiener Tagblatt","29414","17","Directed","Theodor von Sosnosky–Neues Wiener Tagblatt","1"
"Theodor von Sosnosky","9941","Albert Langen","29654","8","Directed","Theodor von Sosnosky–Albert Langen","1"
"Theodor von Sosnosky","9941","J.G. Cotta’sche Buchhandlung Nachfolger","29215","7","Directed","Theodor von Sosnosky–J.G. Cotta’sche Buchhandlung Nachfolger","5"
"Theodor von Sosnosky","9941","[Ehrenrat der österreichisch-ungarischen Armee zur Veröffentlichung von Lieutenant Gustl, 1901]","334886","3","Directed","Theodor von Sosnosky–[Ehrenrat der österreichisch-ungarischen Armee zur Veröffentlichung von Lieutenant Gustl, 1901]","2"
"Theodor von Sosnosky","9941","Die Nation","29807","3","Directed","Theodor von Sosnosky–Die Nation","1"
"Theodor von Sosnosky","9941","Observer. Alexander Weigl’s Unternehmen für Zeitungssausschnitte","29796","3","Directed","Theodor von Sosnosky–Observer. Alexander Weigl’s Unternehmen für Zeitungssausschnitte","1"
"Theodor von Sosnosky","9941","Reichswehr","29304","3","Directed","Theodor von Sosnosky–Reichswehr","1"
"Theodor von Sosnosky","9941","Jung Wien","89143","2","Directed","Theodor von Sosnosky–Jung Wien","1"
"Theodor von Sosnosky","9941","F. Fontane","29661","2","Directed","Theodor von Sosnosky–F. Fontane","1"
"Theodor von Sosnosky","9941","Gemeinsame Armee der österreichisch-ungarischen Doppelmonarchie","334887","1","Directed","Theodor von Sosnosky–Gemeinsame Armee der österreichisch-ungarischen Doppelmonarchie","1"
"Marie Holzer","260732","Franz-Grillparzer-Preis","29677","16","Directed","Marie Holzer–Franz-Grillparzer-Preis","1"
"Gustav Schwarzkopf","12740","Neue Freie Presse","29351","113","Directed","Gustav Schwarzkopf–Neue Freie Presse","2"
"Gustav Schwarzkopf","12740","Burgtheater","36247","81","Directed","Gustav Schwarzkopf–Burgtheater","3"
"Gustav Schwarzkopf","12740","Die Zeit. Wiener Wochenschrift [Redaktion]","29209","73","Directed","Gustav Schwarzkopf–Die Zeit. Wiener Wochenschrift [Redaktion]","1"
"Gustav Schwarzkopf","12740","Deutsches Theater Berlin","35597","32","Directed","Gustav Schwarzkopf–Deutsches Theater Berlin","3"
"Gustav Schwarzkopf","12740","Lessing-Theater","35053","32","Directed","Gustav Schwarzkopf–Lessing-Theater","2"
"Gustav Schwarzkopf","12740","Volkstheater","36430","31","Directed","Gustav Schwarzkopf–Volkstheater","4"
"Gustav Schwarzkopf","12740","Wiener Schachclub","43143","14","Directed","Gustav Schwarzkopf–Wiener Schachclub","2"
"Gustav Schwarzkopf","12740","Deutsche Zeitung","29424","12","Directed","Gustav Schwarzkopf–Deutsche Zeitung","1"
"Gustav Schwarzkopf","12740","Raimund-Theater","39666","9","Directed","Gustav Schwarzkopf–Raimund-Theater","1"
"Gustav Schwarzkopf","12740","Südbahnstrecke","41943","8","Directed","Gustav Schwarzkopf–Südbahnstrecke","1"
"Gustav Schwarzkopf","12740","Théâtre de l’Œuvre","88605","6","Directed","Gustav Schwarzkopf–Théâtre de l’Œuvre","1"
"Gustav Schwarzkopf","12740","Norddeutscher Lloyd","53340","6","Directed","Gustav Schwarzkopf–Norddeutscher Lloyd","1"
"Gustav Schwarzkopf","12740","Hamburg-Amerika-Linie","51619","3","Directed","Gustav Schwarzkopf–Hamburg-Amerika-Linie","1"
"Gustav Schwarzkopf","12740","Observer. Alexander Weigl’s Unternehmen für Zeitungssausschnitte","29796","3","Directed","Gustav Schwarzkopf–Observer. Alexander Weigl’s Unternehmen für Zeitungssausschnitte","1"
"Gustav Schwarzkopf","12740","Stiegl-Brauerei","29547","3","Directed","Gustav Schwarzkopf–Stiegl-Brauerei","1"
"Gustav Schwarzkopf","12740","Reichswehr","29304","3","Directed","Gustav Schwarzkopf–Reichswehr","1"
"Gustav Schwarzkopf","12740","Meteor","364322","2","Directed","Gustav Schwarzkopf–Meteor","1"
"Gustav Schwarzkopf","12740","Hamburg Süd","363834","2","Directed","Gustav Schwarzkopf–Hamburg Süd","1"
"Gustav Schwarzkopf","12740","Reichspostdampfer Yorck","363506","2","Directed","Gustav Schwarzkopf–Reichspostdampfer Yorck","1"
"Gustav Schwarzkopf","12740","Wiener Stadtbahn","335098","2","Directed","Gustav Schwarzkopf–Wiener Stadtbahn","2"
"Gustav Schwarzkopf","12740","Antonio Delfino","334383","2","Directed","Gustav Schwarzkopf–Antonio Delfino","1"
"Gustav Schwarzkopf","12740","Sig Jarl","333759","2","Directed","Gustav Schwarzkopf–Sig Jarl","1"
"Gustav Schwarzkopf","12740","Stella d’Italia","142987","2","Directed","Gustav Schwarzkopf–Stella d’Italia","1"
"Gustav Schwarzkopf","12740","Secessionsbühne","142554","2","Directed","Gustav Schwarzkopf–Secessionsbühne","1"
"Gustav Schwarzkopf","12740","Schall und Rauch","118599","2","Directed","Gustav Schwarzkopf–Schall und Rauch","1"
"Gustav Schwarzkopf","12740","Neues Theater","45434","2","Directed","Gustav Schwarzkopf–Neues Theater","1"
"Gustav Schwarzkopf","12740","Neues Deutsches Theater","37080","2","Directed","Gustav Schwarzkopf–Neues Deutsches Theater","1"
"Gustav Schwarzkopf","12740","Heinrich Minden","29663","2","Directed","Gustav Schwarzkopf–Heinrich Minden","2"
"Gustav Schwarzkopf","12740","Thomas Seltzer, Inc.","29336","2","Directed","Gustav Schwarzkopf–Thomas Seltzer, Inc.","1"
"Gustav Schwarzkopf","12740","Schneebergbahn","353141","1","Directed","Gustav Schwarzkopf–Schneebergbahn","1"
"Gustav Schwarzkopf","12740","Schauspielhaus Düsseldorf","335131","1","Directed","Gustav Schwarzkopf–Schauspielhaus Düsseldorf","1"
"Gustav Schwarzkopf","12740","Aspangbahn","335094","1","Directed","Gustav Schwarzkopf–Aspangbahn","1"
"Gustav Schwarzkopf","12740","Wiedner Spital","335032","1","Directed","Gustav Schwarzkopf–Wiedner Spital","1"
"Gustav Schwarzkopf","12740","Jockey-Club für Österreich","333786","1","Directed","Gustav Schwarzkopf–Jockey-Club für Österreich","1"
"Gustav Schwarzkopf","12740","Austro-Americana","246176","1","Directed","Gustav Schwarzkopf–Austro-Americana","1"
"Gustav Schwarzkopf","12740","Philipp Reclam jun.","29666","1","Directed","Gustav Schwarzkopf–Philipp Reclam jun.","1"
"Berta Zuckerkandl","2312","S. Fischer Verlag","29639","85","Directed","Berta Zuckerkandl–S. Fischer Verlag","3"
"Berta Zuckerkandl","2312","Burgtheater","36247","81","Directed","Berta Zuckerkandl–Burgtheater","1"
"Berta Zuckerkandl","2312","Paul Zsolnay Verlag","36907","9","Directed","Berta Zuckerkandl–Paul Zsolnay Verlag","2"
"Berta Zuckerkandl","2312","Éditions Stock","29741","9","Directed","Berta Zuckerkandl–Éditions Stock","8"
"Berta Zuckerkandl","2312","Odéon","93494","6","Directed","Berta Zuckerkandl–Odéon","2"
"Berta Zuckerkandl","2312","Théâtre Libre","88609","6","Directed","Berta Zuckerkandl–Théâtre Libre","1"
"Berta Zuckerkandl","2312","Ernst Rowohlt Verlag","29756","4","Directed","Berta Zuckerkandl–Ernst Rowohlt Verlag","1"
"Berta Zuckerkandl","2312","Société des Auteurs et Compositeurs Dramatiques","29397","4","Directed","Berta Zuckerkandl–Société des Auteurs et Compositeurs Dramatiques","1"
"Berta Zuckerkandl","2312","Comédie-Française","87992","3","Directed","Berta Zuckerkandl–Comédie-Française","2"
"Berta Zuckerkandl","2312","Phaidon-Verlag","48752","3","Directed","Berta Zuckerkandl–Phaidon-Verlag","1"
"Berta Zuckerkandl","2312","Théâtre de la Porte Saint-Martin","299684","2","Directed","Berta Zuckerkandl–Théâtre de la Porte Saint-Martin","2"
"Berta Zuckerkandl","2312","Théâtre Antoine","88613","2","Directed","Berta Zuckerkandl–Théâtre Antoine","1"
"Berta Zuckerkandl","2312","Völkerbund","334649","1","Directed","Berta Zuckerkandl–Völkerbund","1"
"Berta Zuckerkandl","2312","L’ordre national de la Légion d’Honneur","334634","1","Directed","Berta Zuckerkandl–L’ordre national de la Légion d’Honneur","1"
"Berta Zuckerkandl","2312","Théâtre des Mathurins","334028","1","Directed","Berta Zuckerkandl–Théâtre des Mathurins","1"
"Berta Zuckerkandl","2312","La Revue de Paris","299701","1","Directed","Berta Zuckerkandl–La Revue de Paris","1"
"Berta Zuckerkandl","2312","Théâtre Tristan-Bernard","299472","1","Directed","Berta Zuckerkandl–Théâtre Tristan-Bernard","1"
"Berta Zuckerkandl","2312","Little, Brown and Company","299415","1","Directed","Berta Zuckerkandl–Little, Brown and Company","1"
"Berta Zuckerkandl","2312","k.u.k. Österreichisch-ungarische Gesandtschaft in der Schweiz","293781","1","Directed","Berta Zuckerkandl–k.u.k. Österreichisch-ungarische Gesandtschaft in der Schweiz","1"
"Berta Zuckerkandl","2312","S. Fischer Verlag – Filiale Wien","267034","1","Directed","Berta Zuckerkandl–S. Fischer Verlag – Filiale Wien","1"
"Berta Zuckerkandl","2312","Kleines Schauspielhaus Berlin","61824","1","Directed","Berta Zuckerkandl–Kleines Schauspielhaus Berlin","1"
"Romain Rolland","12543","Neue Zürcher Zeitung","29672","3","Directed","Romain Rolland–Neue Zürcher Zeitung","2"
"Karl Emil Franzos","7218","Adolf Bonz & Comp.","29619","4","Directed","Karl Emil Franzos–Adolf Bonz & Comp.","1"
"Karl Emil Franzos","7218","Deutsche Dichtung","292896","2","Directed","Karl Emil Franzos–Deutsche Dichtung","2"
"Theodor Herzl","11673","Neue Freie Presse","29351","113","Directed","Theodor Herzl–Neue Freie Presse","38"
"Theodor Herzl","11673","S. Fischer Verlag","29639","85","Directed","Theodor Herzl–S. Fischer Verlag","2"
"Theodor Herzl","11673","Burgtheater","36247","81","Directed","Theodor Herzl–Burgtheater","8"
"Theodor Herzl","11673","Deutsches Theater Berlin","35597","32","Directed","Theodor Herzl–Deutsches Theater Berlin","13"
"Theodor Herzl","11673","Lessing-Theater","35053","32","Directed","Theodor Herzl–Lessing-Theater","6"
"Theodor Herzl","11673","Volkstheater","36430","31","Directed","Theodor Herzl–Volkstheater","3"
"Theodor Herzl","11673","Wiener Allgemeine Zeitung","29670","25","Directed","Theodor Herzl–Wiener Allgemeine Zeitung","2"
"Theodor Herzl","11673","Concordia. Journalisten- und Schriftstellerverein","29752","10","Directed","Theodor Herzl–Concordia. Journalisten- und Schriftstellerverein","1"
"Theodor Herzl","11673","Raimund-Theater","39666","9","Directed","Theodor Herzl–Raimund-Theater","6"
"Theodor Herzl","11673","Berliner Theater","29380","7","Directed","Theodor Herzl–Berliner Theater","4"
"Theodor Herzl","11673","Freie Bühne","29561","6","Directed","Theodor Herzl–Freie Bühne","3"
"Theodor Herzl","11673","Carl-Theater","63031","3","Directed","Theodor Herzl–Carl-Theater","3"
"Theodor Herzl","11673","Duncker & Humblot","298751","2","Directed","Theodor Herzl–Duncker & Humblot","2"
"Theodor Herzl","11673","Universität Wien","52775","2","Directed","Theodor Herzl–Universität Wien","2"
"Theodor Herzl","11673","Neues Theater","45434","2","Directed","Theodor Herzl–Neues Theater","1"
"Theodor Herzl","11673","Internationale klinische Rundschau","39399","2","Directed","Theodor Herzl–Internationale klinische Rundschau","1"
"Theodor Herzl","11673","Neues Deutsches Theater","37080","2","Directed","Theodor Herzl–Neues Deutsches Theater","1"
"Theodor Herzl","11673","Theater an der Wien","36996","2","Directed","Theodor Herzl–Theater an der Wien","1"
"Theodor Herzl","11673","Kolpingwerk","298950","1","Directed","Theodor Herzl–Kolpingwerk","1"
"Theodor Herzl","11673","Ständetheater","298754","1","Directed","Theodor Herzl–Ständetheater","1"
"Theodor Herzl","11673","Comptoir d’Escompte","298719","1","Directed","Theodor Herzl–Comptoir d’Escompte","1"
"Theodor Herzl","11673","Neue Illustrierte Zeitung","296855","1","Directed","Theodor Herzl–Neue Illustrierte Zeitung","1"
"Theodor Herzl","11673","Orient Express","296542","1","Directed","Theodor Herzl–Orient Express","1"
"Theodor Herzl","11673","Deutsch-Österreichischer Leseverein der Wiener Hochschulen","211377","1","Directed","Theodor Herzl–Deutsch-Österreichischer Leseverein der Wiener Hochschulen","1"
"Theodor Herzl","11673","Akademische Lesehalle","63051","1","Directed","Theodor Herzl–Akademische Lesehalle","1"
"Stefan Zweig","13212","Neue Freie Presse","29351","113","Directed","Stefan Zweig–Neue Freie Presse","1"
"Stefan Zweig","13212","S. Fischer Verlag","29639","85","Directed","Stefan Zweig–S. Fischer Verlag","1"
"Stefan Zweig","13212","Burgtheater","36247","81","Directed","Stefan Zweig–Burgtheater","4"
"Stefan Zweig","13212","Franz-Grillparzer-Preis","29677","16","Directed","Stefan Zweig–Franz-Grillparzer-Preis","1"
"Stefan Zweig","13212","Éditions Stock","29741","9","Directed","Stefan Zweig–Éditions Stock","1"
"Stefan Zweig","13212","Odéon","93494","6","Directed","Stefan Zweig–Odéon","1"
"Stefan Zweig","13212","Kriegsarchiv","293828","5","Directed","Stefan Zweig–Kriegsarchiv","5"
"Stefan Zweig","13212","Antiquariat Emil Hirsch","293717","3","Directed","Stefan Zweig–Antiquariat Emil Hirsch","3"
"Stefan Zweig","13212","Mercure de France","34301","3","Directed","Stefan Zweig–Mercure de France","2"
"Stefan Zweig","13212","Observer. Alexander Weigl’s Unternehmen für Zeitungssausschnitte","29796","3","Directed","Stefan Zweig–Observer. Alexander Weigl’s Unternehmen für Zeitungssausschnitte","1"
"Stefan Zweig","13212","Théâtre Hébertot","296443","2","Directed","Stefan Zweig–Théâtre Hébertot","2"
"Stefan Zweig","13212","Espasa-Calpe","295279","2","Directed","Stefan Zweig–Espasa-Calpe","2"
"Stefan Zweig","13212","Wremja","294981","2","Directed","Stefan Zweig–Wremja","2"
"Stefan Zweig","13212","k. u. k. Kriegsministerium","144006","2","Directed","Stefan Zweig–k. u. k. Kriegsministerium","1"
"Stefan Zweig","13212","Thomas Seltzer, Inc.","29336","2","Directed","Stefan Zweig–Thomas Seltzer, Inc.","1"
"Stefan Zweig","13212","Théâtre des Variétés","298265","1","Directed","Stefan Zweig–Théâtre des Variétés","1"
"Stefan Zweig","13212","Journal de Genève","296405","1","Directed","Stefan Zweig–Journal de Genève","1"
"Stefan Zweig","13212","Außenministerium","293721","1","Directed","Stefan Zweig–Außenministerium","1"
"Stefan Zweig","13212","University of London","293597","1","Directed","Stefan Zweig–University of London","1"
"Stefan Zweig","13212","Österreichischer PEN-Club","250515","1","Directed","Stefan Zweig–Österreichischer PEN-Club","1"
"Stefan Zweig","13212","Verein Volksheim","51283","1","Directed","Stefan Zweig–Verein Volksheim","1"
"Stefan Zweig","13212","Reichspost","29637","1","Directed","Stefan Zweig–Reichspost","1"
"Stefan Zweig","13212","Schutzverband deutscher Schriftsteller","29337","1","Directed","Stefan Zweig–Schutzverband deutscher Schriftsteller","1"
"Sigmund Freud","11370","Internationaler Psychoanalytischer Verlag","118000","1","Directed","Sigmund Freud–Internationaler Psychoanalytischer Verlag","1"
"Elsa Plessner","2128","S. Fischer Verlag","29639","85","Directed","Elsa Plessner–S. Fischer Verlag","1"
"Elsa Plessner","2128","Die Zeit. Wiener Wochenschrift [Redaktion]","29209","73","Directed","Elsa Plessner–Die Zeit. Wiener Wochenschrift [Redaktion]","3"
"Elsa Plessner","2128","Deutsches Theater Berlin","35597","32","Directed","Elsa Plessner–Deutsches Theater Berlin","1"
"Elsa Plessner","2128","Volkstheater","36430","31","Directed","Elsa Plessner–Volkstheater","1"
"Elsa Plessner","2128","Albert Langen","29654","8","Directed","Elsa Plessner–Albert Langen","1"
"Elsa Plessner","2128","Münchner Kammerspiele","47085","1","Directed","Elsa Plessner–Münchner Kammerspiele","1"
"Marie Herzfeld","11666","Franz-Grillparzer-Preis","29677","16","Directed","Marie Herzfeld–Franz-Grillparzer-Preis","1"
"Marie Herzfeld","11666","Société des Auteurs et Compositeurs Dramatiques","29397","4","Directed","Marie Herzfeld–Société des Auteurs et Compositeurs Dramatiques","1"
"Marie Herzfeld","11666","Verein dramatischer und musikalischer Autoren","57787","1","Directed","Marie Herzfeld–Verein dramatischer und musikalischer Autoren","1"
"Marie Herzfeld","11666","Concert-Direktion Albert Gutmann","37148","1","Directed","Marie Herzfeld–Concert-Direktion Albert Gutmann","1"
"Auguste Hauschner","2524","Der Tag","29650","3","Directed","Auguste Hauschner–Der Tag","1"
"Auguste Hauschner","2524","Nord und Süd","34269","2","Directed","Auguste Hauschner–Nord und Süd","1"
"Auguste Hauschner","2524","Deutsche Revue. Eine Monatsschrift","65245","1","Directed","Auguste Hauschner–Deutsche Revue. Eine Monatsschrift","1"
"Auguste Hauschner","2524","Neue Revue. Wochenschrift für das öffentliche Leben","65243","1","Directed","Auguste Hauschner–Neue Revue. Wochenschrift für das öffentliche Leben","1"
"Auguste Hauschner","2524","Westermanns Monatshefte","65241","1","Directed","Auguste Hauschner–Westermanns Monatshefte","1"
"Auguste Hauschner","2524","Die Hilfe. Zeitschrift für Politik, Wirtschaft und geistige Bewegung","29493","1","Directed","Auguste Hauschner–Die Hilfe. Zeitschrift für Politik, Wirtschaft und geistige Bewegung","1"
"Therese Rie-Andro","4836","Oper Straßburg","56043","2","Directed","Therese Rie-Andro–Oper Straßburg","2"
"Therese Rie-Andro","4836","Allgemeine Poliklinik","41367","2","Directed","Therese Rie-Andro–Allgemeine Poliklinik","1"
"Therese Rie-Andro","4836","Schottengymnasium","56082","1","Directed","Therese Rie-Andro–Schottengymnasium","1"
"Therese Rie-Andro","4836","Straßburger Philharmoniker","56046","1","Directed","Therese Rie-Andro–Straßburger Philharmoniker","1"
"Therese Rie-Andro","4836","Städtisches Konservatorium","56040","1","Directed","Therese Rie-Andro–Städtisches Konservatorium","1"
"Ludwig Ganghofer","11402","Burgtheater","36247","81","Directed","Ludwig Ganghofer–Burgtheater","1"
"Ludwig Ganghofer","11402","Residenztheater München","48177","1","Directed","Ludwig Ganghofer–Residenztheater München","1"
"Adalbert Franz Seligmann","12769","Wiener Frauenakademie","50552","1","Directed","Adalbert Franz Seligmann–Wiener Frauenakademie","1"
"Robert Adam","12438","S. Fischer Verlag","29639","85","Directed","Robert Adam–S. Fischer Verlag","5"
"Robert Adam","12438","Burgtheater","36247","81","Directed","Robert Adam–Burgtheater","1"
