Source,CorrID,Target,EventID,Overallcount,Type,Label,Weight
"Gustav Schwarzkopf","12740","Aufführung von Die Brüder von St. Bernhard, 5.9.1905","209377","1","Directed","Gustav Schwarzkopf–Aufführung von Die Brüder von St. Bernhard, 5.9.1905","1"
"Gustav Schwarzkopf","12740","Aufführung von Die Haubenlerche, 1.9.1905","209374","1","Directed","Gustav Schwarzkopf–Aufführung von Die Haubenlerche, 1.9.1905","1"
"Gustav Schwarzkopf","12740","Aufführung von Karrnerleut’, Angele, Der Dieb, 22.10.1904","209337","1","Directed","Gustav Schwarzkopf–Aufführung von Karrnerleut’, Angele, Der Dieb, 22.10.1904","1"
"Gustav Schwarzkopf","12740","Aufführung von Hoffmanns Erzählungen, 29.8.1904","209334","1","Directed","Gustav Schwarzkopf–Aufführung von Hoffmanns Erzählungen, 29.8.1904","1"
"Gustav Schwarzkopf","12740","Zirkus Schumann, 30.3.1903","209284","1","Directed","Gustav Schwarzkopf–Zirkus Schumann, 30.3.1903","1"
"Gustav Schwarzkopf","12740","Aufführung von Montmartre en Ballade, 20.1.1902","209233","1","Directed","Gustav Schwarzkopf–Aufführung von Montmartre en Ballade, 20.1.1902","1"
"Gustav Schwarzkopf","12740","Aufführung von Götterdämmerung, 11.9.1900","209159","1","Directed","Gustav Schwarzkopf–Aufführung von Götterdämmerung, 11.9.1900","1"
"Gustav Schwarzkopf","12740","Literarischer Abend (Premiere von Die Frage an das Schicksal, Gläubiger), 19.1.1900","209130","1","Directed","Gustav Schwarzkopf–Literarischer Abend (Premiere von Die Frage an das Schicksal, Gläubiger), 19.1.1900","1"
"Gustav Schwarzkopf","12740","Generalprobe von Frage an das Schicksal, 18.1.1900","209129","1","Directed","Gustav Schwarzkopf–Generalprobe von Frage an das Schicksal, 18.1.1900","1"
"Gustav Schwarzkopf","12740","Aufführung von Carmen, 28.9.1899","209102","1","Directed","Gustav Schwarzkopf–Aufführung von Carmen, 28.9.1899","1"
"Gustav Schwarzkopf","12740","Aufführung von Undine, 24.9.1899","209101","1","Directed","Gustav Schwarzkopf–Aufführung von Undine, 24.9.1899","1"
"Gustav Schwarzkopf","12740","Aufführung von Das Friedensfest, 11.7.1899","209090","1","Directed","Gustav Schwarzkopf–Aufführung von Das Friedensfest, 11.7.1899","1"
"Gustav Schwarzkopf","12740","Aufführung von Die von Strebersdorf, 21.5.1899","209083","1","Directed","Gustav Schwarzkopf–Aufführung von Die von Strebersdorf, 21.5.1899","1"
"Gustav Schwarzkopf","12740","Aufführung von Die Puppe, 26.4.1899","209078","1","Directed","Gustav Schwarzkopf–Aufführung von Die Puppe, 26.4.1899","1"
"Gustav Schwarzkopf","12740","Aufführung von Hans, Mutterherz, 25.4.1899","209077","1","Directed","Gustav Schwarzkopf–Aufführung von Hans, Mutterherz, 25.4.1899","1"
"Gustav Schwarzkopf","12740","Aufführung von Ton sang, 7.5.1897","208938","1","Directed","Gustav Schwarzkopf–Aufführung von Ton sang, 7.5.1897","1"
"Gustav Schwarzkopf","12740","Aufführung von Snob, 23.4.1897","208928","1","Directed","Gustav Schwarzkopf–Aufführung von Snob, 23.4.1897","1"
"Gustav Schwarzkopf","12740","Aufführung von Elle et lui, La Douloureuse, 22.4.1897","208927","1","Directed","Gustav Schwarzkopf–Aufführung von Elle et lui, La Douloureuse, 22.4.1897","1"
"Gustav Schwarzkopf","12740","Aufführung von La Carrière, 17.4.1897","208922","1","Directed","Gustav Schwarzkopf–Aufführung von La Carrière, 17.4.1897","1"
"Gustav Schwarzkopf","12740","Premiere von Das Wetterhäuschen, Die fesche Pepi, 23.1.1897","208897","1","Directed","Gustav Schwarzkopf–Premiere von Das Wetterhäuschen, Die fesche Pepi, 23.1.1897","1"
"Gustav Schwarzkopf","12740","Aufführung von Jugendsünden. Schwank in einem Aufzuge, Cavalleria rusticana, 16.7.1895","208751","1","Directed","Gustav Schwarzkopf–Aufführung von Jugendsünden. Schwank in einem Aufzuge, Cavalleria rusticana, 16.7.1895","1"
"Gustav Schwarzkopf","12740","Premiere von Die gefesselte Phantasie, 28.11.1893","208632","1","Directed","Gustav Schwarzkopf–Premiere von Die gefesselte Phantasie, 28.11.1893","1"
"Gustav Schwarzkopf","12740","Premiere Das Märchen, 27.9.1907","186202","1","Directed","Gustav Schwarzkopf–Premiere Das Märchen, 27.9.1907","1"
"Gustav Schwarzkopf","12740","Private Lesung von Komödie der Worte, 11.8.1915","184126","1","Directed","Gustav Schwarzkopf–Private Lesung von Komödie der Worte, 11.8.1915","1"
"Gustav Schwarzkopf","12740","Private Lesung von Der Ruf des Lebens, 12.8.1905","184012","1","Directed","Gustav Schwarzkopf–Private Lesung von Der Ruf des Lebens, 12.8.1905","1"
"Gustav Schwarzkopf","12740","Private Lesung von Zwischenspiel, 18.6.1905","183995","1","Directed","Gustav Schwarzkopf–Private Lesung von Zwischenspiel, 18.6.1905","1"
"Gustav Schwarzkopf","12740","Private Lesung von Marionetten, Hilperich, 3.1.1901","183933","1","Directed","Gustav Schwarzkopf–Private Lesung von Marionetten, Hilperich, 3.1.1901","1"
"Gustav Schwarzkopf","12740","Private Lesung von Der Schleier der Beatrice, 26.11.1899","183921","2","Directed","Gustav Schwarzkopf–Private Lesung von Der Schleier der Beatrice, 26.11.1899","1"
"Gustav Schwarzkopf","12740","Private Lesung von Freiwild, 18.6.1896","183891","1","Directed","Gustav Schwarzkopf–Private Lesung von Freiwild, 18.6.1896","1"
"Gustav Schwarzkopf","12740","Konzert Olga Schnitzler und Vera Schapira, 26.1.1914","183650","1","Directed","Gustav Schwarzkopf–Konzert Olga Schnitzler und Vera Schapira, 26.1.1914","1"
"Gustav Schwarzkopf","12740","Konzert Olga Schnitzler und Vera Schapira, 24.1.1914","183645","1","Directed","Gustav Schwarzkopf–Konzert Olga Schnitzler und Vera Schapira, 24.1.1914","1"
"Gustav Schwarzkopf","12740","Lesung von Das Tagebuch der Redegonda, Die letzten Masken, Große Szene, 13.1.1925","183521","1","Directed","Gustav Schwarzkopf–Lesung von Das Tagebuch der Redegonda, Die letzten Masken, Große Szene, 13.1.1925","1"
"Gustav Schwarzkopf","12740","Lesung von Das Tagebuch der Redegonda, Die letzten Masken, Große Szene, 12.1.1925","183512","1","Directed","Gustav Schwarzkopf–Lesung von Das Tagebuch der Redegonda, Die letzten Masken, Große Szene, 12.1.1925","1"
"Gustav Schwarzkopf","12740","Lesung von Das Tagebuch der Redegonda, Die letzten Masken, Weihnachts-Einkäufe, 11.1.1925","183503","1","Directed","Gustav Schwarzkopf–Lesung von Das Tagebuch der Redegonda, Die letzten Masken, Weihnachts-Einkäufe, 11.1.1925","1"
"Gustav Schwarzkopf","12740","Lesung von Die dreifache Warnung, Das Schicksal des Freiherrn von Leisenbohg, Große Szene, 9.1.1925","183497","1","Directed","Gustav Schwarzkopf–Lesung von Die dreifache Warnung, Das Schicksal des Freiherrn von Leisenbohg, Große Szene, 9.1.1925","1"
"Gustav Schwarzkopf","12740","Lesung von Der Mörder, Weihnachts-Einkäufe, Die letzten Masken, Excentric, 29.4.1922","183430","1","Directed","Gustav Schwarzkopf–Lesung von Der Mörder, Weihnachts-Einkäufe, Die letzten Masken, Excentric, 29.4.1922","1"
"Gustav Schwarzkopf","12740","Lesung von Die Hirtenflöte, Die letzten Masken, 27.4.1922","183422","1","Directed","Gustav Schwarzkopf–Lesung von Die Hirtenflöte, Die letzten Masken, 27.4.1922","1"
"Gustav Schwarzkopf","12740","Lesung von Lebendige Stunden, Weihnachts-Einkäufe, Das Schicksal des Freiherrn von Leisenbohg, 26.4.1922","183416","1","Directed","Gustav Schwarzkopf–Lesung von Lebendige Stunden, Weihnachts-Einkäufe, Das Schicksal des Freiherrn von Leisenbohg, 26.4.1922","1"
"Gustav Schwarzkopf","12740","Vortragsübung der Schauspielschule des Konservatoriums der Gesellschaft der Musikfreunde, 21.12.1900","182270","1","Directed","Gustav Schwarzkopf–Vortragsübung der Schauspielschule des Konservatoriums der Gesellschaft der Musikfreunde, 21.12.1900","1"
"Gustav Schwarzkopf","12740","Aufführung von Liebelei, 3.5.1898","143121","1","Directed","Gustav Schwarzkopf–Aufführung von Liebelei, 3.5.1898","1"
"Gustav Schwarzkopf","12740","Private Lesung von Reigen, 17.3.1897","142793","3","Directed","Gustav Schwarzkopf–Private Lesung von Reigen, 17.3.1897","1"
"Gustav Schwarzkopf","12740","Private Lesung von Der Gemeine, 2.2.1900","141489","2","Directed","Gustav Schwarzkopf–Private Lesung von Der Gemeine, 2.2.1900","1"
"Gustav Schwarzkopf","12740","Premiere von Der Puppenspieler, Der grüne Kakadu, Komtesse Mizzi, 12.3.1920","63449","1","Directed","Gustav Schwarzkopf–Premiere von Der Puppenspieler, Der grüne Kakadu, Komtesse Mizzi, 12.3.1920","1"
"Gustav Schwarzkopf","12740","Aufführung von Liebelei, 22.5.1923","62229","1","Directed","Gustav Schwarzkopf–Aufführung von Liebelei, 22.5.1923","1"
"Gustav Schwarzkopf","12740","Lesung von Dreifache Warnung, Die letzten Masken, Das Schicksal des Freiherrn von Leisenbohg, Weihnachts-Einkäufe, 18.5.1923","62192","1","Directed","Gustav Schwarzkopf–Lesung von Dreifache Warnung, Die letzten Masken, Das Schicksal des Freiherrn von Leisenbohg, Weihnachts-Einkäufe, 18.5.1923","1"
"Gustav Schwarzkopf","12740","Aufführung von Der einsame Weg, 15.5.1906","59624","3","Directed","Gustav Schwarzkopf–Aufführung von Der einsame Weg, 15.5.1906","1"
"Gustav Schwarzkopf","12740","Aufführung von Große Szene und Napoli, 15.5.1923","58640","1","Directed","Gustav Schwarzkopf–Aufführung von Große Szene und Napoli, 15.5.1923","1"
"Gustav Schwarzkopf","12740","Private Lesung von Pauline, 19.12.1898","48949","3","Directed","Gustav Schwarzkopf–Private Lesung von Pauline, 19.12.1898","1"
"Gustav Schwarzkopf","12740","Private Lesung Das Schicksal des Freiherrn von Leisenbohg, Ritterlichkeit, 11.4.1904","47850","2","Directed","Gustav Schwarzkopf–Private Lesung Das Schicksal des Freiherrn von Leisenbohg, Ritterlichkeit, 11.4.1904","1"
"Gustav Schwarzkopf","12740","Generalprobe von Anatols Hochzeitsmorgen, Besuch in der Dämmerung, Eine florentinische Tragödie, Der Pechvogel, 9.1.1909","47684","1","Directed","Gustav Schwarzkopf–Generalprobe von Anatols Hochzeitsmorgen, Besuch in der Dämmerung, Eine florentinische Tragödie, Der Pechvogel, 9.1.1909","1"
"Gustav Schwarzkopf","12740","Uraufführung von Liebelei. Oper, 18.9.1910","46947","2","Directed","Gustav Schwarzkopf–Uraufführung von Liebelei. Oper, 18.9.1910","1"
"Gustav Schwarzkopf","12740","Aufführung von Herzogin Crevette, 5.10.1904","45067","1","Directed","Gustav Schwarzkopf–Aufführung von Herzogin Crevette, 5.10.1904","1"
"Gustav Schwarzkopf","12740","Eheschließung von Arthur Schnitzler und Olga Gussmann, 26.8.1903","44469","1","Directed","Gustav Schwarzkopf–Eheschließung von Arthur Schnitzler und Olga Gussmann, 26.8.1903","1"
"Gustav Schwarzkopf","12740","Uraufführung von Die Schwestern oder Casanova in Spa, 26.3.1920","35424","2","Directed","Gustav Schwarzkopf–Uraufführung von Die Schwestern oder Casanova in Spa, 26.3.1920","1"
